url,label
http://107jamz.com/107-jamz-playlist-april-2014-top-songs/,0
http://12step.org/2014-02-15/A.A.-Saturday-STEPS-TRADITIONS/62294.html,0
http://17hmr.net/index.php?topic=13406.msg180572,0
http://2whitecups.com/2012/12/13/paypa-henney-on-the-rocks-3-kim-jong-lll-mixtape/?like=1&source=post_flair&_wpnonce=ca20eaf6a9,0
http://303cycling.com/2010-Front-Range-Mountain-Bike-Series?qt-popular_block=1,0
http://36escuelas.mx/directorio/centro-de-bachillerato-tecnologi-46,0
http://41tube.com/pornstar/mercury/,0
http://4h10.com/category/lifestyle/page/2/,0
http://4spaw.pl/palniki/dysze-do-ciecia-recznego-propan/dysze-do-ciecia-recznego-propan-zakres-ciecia-3-300mm.html,0
http://4u.ezc.vn/?p=651,0
http://500px.com/EllenCuylaerts?page=2,0
http://500px.com/msakakini,0
http://500px.com/photo/17363463/happiness&sadness-together-by-sathya-narayanan,0
http://500px.com/photo/4549803/the-creature-!!-by-larry-frogge?feature=favorites%252Fgroomys,0
http://50essentialexperiences.com/page/3/,0
http://6abc.com/archive/8089832/,0
http://987ampradio.cbslocal.com/2011/02/13/cee-lo-green-gwyneth/,0
http://9rank.com/tag/Gardening,0
http://Patricia.Wright@doe.virginia.gov/teaching/performance_evaluation/index.shtml,0
http://abc.go.com/shows/american-music-awards/photos/american-music-awards-2012-red-carpet-gallery/media/AMA2012RedCarpet016,0
http://abc7chicago.com/archive/7714780/,0
http://abcnews.go.com/Travel/photos/healthy-food-options-cruise-17780537,0
http://abcnews.go.com/US/video/lance-armstrong-admits-doping-18244909,0
http://abcnewsradioonline.com/national-news/georgia-official-takes-blame-for-atlantas-traffic-nightmare.html,0
http://abcsandgardenpeas.com/tag/kids-kitchen/,0
http://abcvacuumwarehouse.com/clearance.html?manufacturer=105&price=2%2C100&remanufactured=170,0
http://absolutepunk.net/wall.php?do=newnote&u=71320,0
http://accompl.sh/register?done=%2Fregister%3Fdone%3D%252Fchallenge%252F50%252F4,0
http://aceusxakseu.deviantart.com/,0
http://acrod.org/news/patriarchatenews?acrod_pc_cal=new&date=12/07/2012,0
http://activerain.trulia.com/blogs/propertybytheowner/archives/2012/01,0
http://activerain.trulia.com/blogsview/1136859/naked-flight-attendants---oh-my-,0
http://adland.tv/user/1/track2?page=682%2C0%2C0%2C0%2C831%2C414%2C0%2C9%2C0&quicktabs_ihai_userpage_contenttabs=0,0
http://adorpheus.tumblr.com/post/44251457113,0
http://adventure.nationalgeographic.com/gear-guide/adventure-medical/adventure-medical-sol-hybrid-3-survival-first-aid-kit/,0
http://adventure.nationalgeographic.com/gear-guide/thermarest/camping-accessories/pillows/,0
http://adventure.nationalgeographic.com/gear-guide/vans/vans-mens-barkworth-snowboard-jacket/,0
http://advrider.com/forums/showthread.php?t=383232&page=109,0
http://afamilytapestry.blogspot.com/2014/01/cousin-bait-envy.html,0
http://ahundredyearsago.com/2012/05/18/cows-got-into-the-wheat-field/?like=1&source=post_flair&_wpnonce=c589d5bcbb,0
http://aidantje.blogspot.com/2009/11/move.html,0
http://aircrap.org/category/chemtrail-photos/scotland-chemtrail-photos/,0
http://alaskaone.com/port-lions/rak-outfitters.htm,0
"http://alatest.com/reviews/cordless-phone-reviews/ge-digital-28811fe1/po3-134739161,115/",0
"http://alatest.com/reviews/receiver-amplifier-reviews/jbl-wem-1-transmitter-receiver/po3-134075982,86/",0
http://alatest.com/reviews/tv-reviews/c3-33/?brand=panasonic&limitstart=650,0
http://alextimes.com/directory/entry/10/102/?sort=9&dir=ASC&pagenum=3,0
http://alfaelectronic.com/step-up--down-transformers.html,0
http://alldatadiy.com/TSB/23/1123ckkr.html,0
http://allergicliving.com/forum/posting.php?mode=reply&f=16&t=6865,0
http://allmommywants.com/buy-1-get-2-free-photobooks-from-snapfish/,0
http://allrecipes.com/Recipe/Stir-Fried-Sweet-and-Sour-Chicken/Detail.aspx?prop24=RD_RelatedRecipes,0
http://allrecipes.com/recipe/apple-pie-i/reviews.aspx?prop24=Recipe%20Review%20Layer%20View%20All&Page=3,0
http://always.ejwsites.net/YaBBSE/index.php?board=40;action=post;threadid=34041;quote=1198871;title=Post%2Breply;start=45;sesc=5qv51mudmuk4midvgjmj9ue5j7,0
http://amp.cbslocal.com/photo-galleries/2012/07/23/amp-radios-topless-summer-fiat-giveaway-3/photo-166021/,0
http://ams.org/bookstore?fn=20&arg1=chelsealist&ikey=CHEL-161-H,0
http://amybutlerdesign.com/inspiration/lifestyle.php?collection=augustfields&image=32,0
http://amylou.@weheartit.com/laurene_colonge,0
http://an.wikipedia.org/wiki/Malayos,0
http://andersonatlarge.typepad.com/andersonlarge/iraq/,0
http://andiemusiklive.com/EvntDtl1.cfm?E1CNTR=5860&YR=2013&MN=2&DY=22&T=150527,0
http://android-apps.com/apps/wm3500r-status-bar/,0
http://anemcollections.gr/,0
http://anglicancommunion.org/tour/cathedral.cfm?IDNUMBER=17674&view=alpha,0
http://animaldiversity.ummz.umich.edu/accounts/Neita_lotenia/classification/,0
http://animegiant.com/ah-my-goddess-season-3-episode-1/,0
http://antiochian.org/pre-marital_sexual_relations,0
http://antiquesandfineart.com/artists/about.cfm?id=175575&ap=1,0
http://aporrealos.com/forum/viewtopic.php?t=56744,0
http://applianceguru.com/view_post.php?post_id=45213,0
http://aqua.wgrochy.pl/dietetyczne-potrawy-drobiowe.php,0
http://ar.hotels.com/de1726290/%D8%A7%D9%84%D9%8A%D8%A7%D8%A8%D8%A7%D9%86-%D9%87%D9%8A%D9%86%D9%88-tokyo-minamidaira-station-%D8%A7%D9%84%D9%81%D9%86%D8%A7%D8%AF%D9%82-%D9%82%D8%B1%D8%A8/,0
http://arcadianhome.com/hk-4880-pl,0
http://archive.azcentral.com/video/2343802905001,0
http://archive.freecapitalists.org/forums/p/32357/502850.aspx,0
http://archive.org/details/tv?time=20130416-20130424&q=tamerlan&fq=topic:%22washington%22&fq=topic:%22atlanta%22,0
http://archive.packersnews.com/section/WDH0402/,0
http://archive.wkyc.com/(S(5gc40445twtwgj453gk2liai))/comments/231752/251/Dimora-trial-Judge-decided-delay-motion-on-phone,0
http://archives.neohapsis.com/archives/nfr-wizards/2000-q1/0310.html,0
http://archives1.dags.hawaii.gov/gsdl/cgi-bin/library?e=d-01000-00---0vitalsta--00-1--0-10-0---0---0prompt-10---4-------0-1l--11-en-2000---100-about---00-3-1-00-0011-1-0utfZz-8-00&a=d&c=vitalsta&cl=CL2.2.1,0
http://archiwumallegro.pl/search/695829-slownik-lacinsko-polski-koncewicz.html,0
http://archpsyc.jamanetwork.com/article.aspx?doi=10.1001/downloadCitation.aspx&format=txt&articleid=210855,0
http://arcocoffee.com/index.php?main_page=index&cPath=18_8_80&sort=3d&page=2,0
http://arcteryx.com/product.aspx?language=EN&gender=Mens&category=Mid_Layer&model=Fortrez-Hoody,0
http://arizonasports.com/40/1591010/Cardinals-to-stick-with-Lindley-at-quarterback?nid=70,0
http://arkivverket.no/URN:db_read/db/43533/887/,0
http://ars.usda.gov/research/publications/publications.htm?SEQ_NO_115=130063,0
http://arstechnica.com/tech-policy/2014/06/largest-us-law-firm-unamused-with-parody-blog-threatens-trademark-suit/,0
http://arteshesorkh.com/forum/showthread.php?p=117923,0
http://articles.chicagotribune.com/2012-07-31/business/sns-rt-us-twitter-nbc-journalistbre86t197-20120730_1_levies-discipline-fodder-for-twitter-chatter-account-for-nbc-tweet,0
http://articles.dailypilot.com/2006/dec/26,0
http://articles.philly.com/2014-05-30/sports/50214051_1_brandon-graham-playoff-loss-marcus-smith,0
http://articulo.mercadolibre.com.mx/MLM-460349246-bobina-de-cable-utp-cat5-8-hilos-305-metros-super-oferta-_JM,0
http://artisanorder.com/catalog/product_compare/add/product/23626/uenc/aHR0cDovL2FydGlzYW5vcmRlci5jb20vcmluZ3MuaHRtbD9nZW1zdG9uZV90eXBlPTY5/,0
http://ashy2classy.net/2013/02/05/so-you-know-about-the-illuminati-but-what-you-gonna-do-about-it/,0
http://asklizweston.com/mondays-need-to-know-money-news-19/,0
http://associationdatabase.com/aws/NCDA/pt/fli/24444/slide.aspx?LinkID=16,0
http://athletics.lynchburg.edu/sports/wbkb/2013-14/bios/hairston_charmaine_isz7,0
http://athlonsports.com/college-football/10-coaches-replace-fired-skip-holtz-south-florida,0
